title:Just Another Team's MnK rolls - Season 19
description:Just Another Team's recommendations for Season 19. Recommended for Mouse and Keyboard.

//notes: While unfortunately Long Arm hasn’t quite stacked up as the Legendary  Dead Man’s Tale, it still shines in it’s own niche. While normally I’d suggest Rapid Hit over all others, the long reload time means that Rapid Hit falls off after only a couple of bullets reloaded. Either go into Wellspring and commit to Scout Reloaders and reload boosters, or run with Compulsive Reloader and try not go below half ammo. tags:god-pve
dimwishlist:item=1473821207&perks=4090651448,1968497646,1428297954,1067908860,2206869417,1266037484
dimwishlist:item=1473821207&perks=4090651448,1968497646,1428297954,4259401308,4152458172,1266037484
dimwishlist:item=1473821207&perks=4090651448,1968497646,1428297954,4259401308,2206869417,1266037484
dimwishlist:item=1473821207&perks=4090651448,1968497646,1428297954,990298390,4152458172,1266037484
dimwishlist:item=1473821207&perks=4090651448,1968497646,1428297954,990298390,2206869417,1266037484
dimwishlist:item=1473821207&perks=4090651448,1968497646,1428297954,3465198467,4152458172,1266037484
dimwishlist:item=1473821207&perks=4090651448,1968497646,1428297954,3465198467,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,699525795,1067908860,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,699525795,1067908860,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,699525795,4259401308,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,699525795,4259401308,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,699525795,990298390,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,699525795,990298390,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,699525795,3465198467,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,699525795,3465198467,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,588594999,1067908860,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,588594999,1067908860,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,588594999,4259401308,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,588594999,4259401308,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,588594999,990298390,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,588594999,990298390,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,588594999,3465198467,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,588594999,3465198467,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,3511092054,1067908860,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,3511092054,1067908860,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,3511092054,4259401308,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,3511092054,4259401308,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,3511092054,990298390,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,3511092054,990298390,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,3511092054,3465198467,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,3511092054,3465198467,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,1428297954,1067908860,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,1428297954,1067908860,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,1428297954,4259401308,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,1428297954,4259401308,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,1428297954,990298390,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,1428297954,990298390,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,1428297954,3465198467,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1885400500,1428297954,3465198467,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,699525795,1067908860,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,699525795,1067908860,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,699525795,4259401308,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,699525795,4259401308,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,699525795,990298390,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,699525795,990298390,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,699525795,3465198467,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,699525795,3465198467,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,588594999,1067908860,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,588594999,1067908860,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,588594999,4259401308,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,588594999,4259401308,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,588594999,990298390,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,588594999,990298390,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,588594999,3465198467,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,588594999,3465198467,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,3511092054,1067908860,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,3511092054,1067908860,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,3511092054,4259401308,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,3511092054,4259401308,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,3511092054,990298390,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,3511092054,990298390,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,3511092054,3465198467,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,3511092054,3465198467,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,1428297954,1067908860,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,1428297954,1067908860,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,1428297954,4259401308,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,1428297954,4259401308,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,1428297954,990298390,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,1428297954,990298390,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,1428297954,3465198467,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,3230963543,1428297954,3465198467,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,699525795,1067908860,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,699525795,1067908860,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,699525795,4259401308,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,699525795,4259401308,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,699525795,990298390,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,699525795,990298390,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,699525795,3465198467,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,699525795,3465198467,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,588594999,1067908860,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,588594999,1067908860,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,588594999,4259401308,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,588594999,4259401308,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,588594999,990298390,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,588594999,990298390,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,588594999,3465198467,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,588594999,3465198467,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,3511092054,1067908860,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,3511092054,1067908860,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,3511092054,4259401308,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,3511092054,4259401308,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,3511092054,990298390,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,3511092054,990298390,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,3511092054,3465198467,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,3511092054,3465198467,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,1428297954,1067908860,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,1428297954,1067908860,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,1428297954,4259401308,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,1428297954,4259401308,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,1428297954,990298390,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,1428297954,990298390,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,1428297954,3465198467,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1561002382,1428297954,3465198467,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,699525795,1067908860,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,699525795,1067908860,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,699525795,4259401308,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,699525795,4259401308,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,699525795,990298390,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,699525795,990298390,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,699525795,3465198467,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,699525795,3465198467,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,588594999,1067908860,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,588594999,1067908860,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,588594999,4259401308,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,588594999,4259401308,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,588594999,990298390,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,588594999,990298390,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,588594999,3465198467,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,588594999,3465198467,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,3511092054,1067908860,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,3511092054,1067908860,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,3511092054,4259401308,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,3511092054,4259401308,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,3511092054,990298390,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,3511092054,990298390,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,3511092054,3465198467,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,3511092054,3465198467,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,1428297954,1067908860,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,1428297954,1067908860,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,1428297954,4259401308,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,1428297954,4259401308,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,1428297954,990298390,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,1428297954,990298390,2206869417,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,1428297954,3465198467,4152458172,1266037484
dimwishlist:item=1473821207&perks=1482024992,1968497646,1428297954,3465198467,2206869417,1266037484
dimwishlist:item=1473821207&perks=1467527085,1885400500,699525795,1067908860,4152458172,1266037484
dimwishlist:item=1473821207&perks=1467527085,1885400500,699525795,1067908860,2206869417,1266037484
dimwishlist:item=1473821207&perks=1467527085,1885400500,699525795,4259401308,4152458172,1266037484
dimwishlist:item=1473821207&perks=1467527085,1885400500,699525795,4259401308,2206869417,1266037484
dimwishlist:item=1473821207&perks=1467527085,1885400500,699525795,990298390,4152458172,1266037484
dimwishlist:item=1473821207&perks=1467527085,1885400500,699525795,990298390,2206869417,1266037484
dimwishlist:item=1473821207&perks=1467527085,1885400500,699525795,3465198467,4152458172,1266037484
dimwishlist:item=1473821207&perks=1467527085,1885400500,699525795,3465198467,2206869417,1266037484
dimwishlist:item=1473821207&perks=1467527085,1885400500,588594999,1067908860,4152458172,1266037484
dimwishlist:item=1473821207&perks=1467527085,1885400500,588594999,1067908860,2206869417,1266037484
dimwishlist:item=1473821207&perks=1467527085,1885400500,588594999,4259401308,4152458172,1266037484
dimwishlist:item=1473821207&perks=1467527085,1885400500,588594999,4259401308,2206869417,1266037484
dimwishlist:item=1473821207&perks=1467527085,1885400500,588594999,990298390,4152458172,1266037484
dimwishlist:item=1473821207&perks=1467527085,1885400500,588594999,990298390,2206869417,1266037484
dimwishlist:item=1473821207&perks=1467527085,1885400500,588594999,3465198467,4152458172,1266037484
dimwishlist:item=1473821207&perks=1467527085,1885400500,588594999,3465198467,2206869417,1266037484
dimwishlist:item=1473821207&perks=1467527085,1885400500,3511092054,1067908860,4152458172,1266037484
dimwishlist:item=1473821207&perks=1467527085,1885400500,3511092054,1067908860,2206869417,1266037484
dimwishlist:item=1473821207&perks=1467527085,1885400500,3511092054,4259401308,4152458172,1266037484
dimwishlist:item=1473821207&perks=1467527085,1885400500,3511092054,4259401308,2206869417,1266037484
dimwishlist:item=1473821207&perks=1467527085,1885400500,3511092054,990298390,4152458172,1266037484
